Название банка,Год,Квартал,Инфляция,Темп прироста ВВП,Ключевая ставка,Норматив достаточности капитала (Н1),Доля просроченных кредитов (NPL%),Рентабельность активов (ROA%),Коэффициент ликвидности (Н3%),Размер банка (лог активов),Доля банка в активах системы,Темп роста кредитного портфеля (YoY),"Loan-to-Deposit Ratio (LDR, %)",Доля межбанковских заимствований в пассивах (%),Прирост прибыли банка (YoY),Тип собственности банка,Этап экономического цикла,Дефолт
Банк 39,2008,3,13.35,12.734243764069353,4.4,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 39,2008,4,14.3,-7.9984012748472,7.6,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 40,2008,1,12.56,-9.384327163489036,2.8,12.9,2.3,3.8,84,13.24,2.41,37.7,106.3,10.2,-19,Частный,Спад,0
Банк 40,2008,2,12.66,15.32642248531566,4.2,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 40,2008,3,13.35,12.734243764069353,4.4,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 40,2008,4,14.3,-7.9984012748472,7.6,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 41,2008,1,12.56,-9.384327163489036,2.8,10.2,10.8,-1.5,50,11.78,1.41,31.9,135.8,17.5,-20.8,Частный,Спад,1
Банк 42,2008,1,12.56,-9.384327163489036,2.8,15,2.4,2.5,81,12.63,2.25,42.5,98.6,7.1,48.8,Частный,Спад,0
Банк 42,2008,2,12.66,15.32642248531566,4.2,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 42,2008,3,13.35,12.734243764069353,4.4,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 42,2008,4,14.3,-7.9984012748472,7.6,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 43,2008,1,12.56,-9.384327163489036,2.8,13.7,6,2.8,89.7,11.27,2.35,12.9,107,13.9,-8.7,Частный,Спад,0
Банк 43,2008,2,12.66,15.32642248531566,4.2,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 43,2008,3,13.35,12.734243764069353,4.4,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 43,2008,4,14.3,-7.9984012748472,7.6,None,None,None,None,None,None,None,None,None,None,Частный,Спад,0
Банк 44,2008,1,12.56,-9.384327163489036,2.8,10.1,6,4.4,50,9.39,0.96,92.5,121.1,0,-17.7,Частный,Спад,1
